"(0.011820962652564049, 0.03329718858003616, 0.0855526551604271)","(0.018992550671100616, -0.005165226757526398, 0.06423603743314743)","(0.0055127376690506935, -0.03139263764023781, 0.047277551144361496)","(-0.015299476683139801, -0.04308037459850311, 0.015303323045372963)","(-0.037591755390167236, -0.04146023467183113, -0.010726595297455788)","(0.01471470296382904, -0.021855032071471214, -0.003934819251298904)","(-0.004499124363064766, -0.02842583693563938, -0.009845461696386337)","(-0.019391141831874847, -0.03220745176076889, 0.011011818423867226)","(-0.027245892211794853, -0.024027742445468903, 0.04255722835659981)","(0.0027722837403416634, -0.0015857985708862543, -0.0045512062497437)","(-0.02385517582297325, -0.025448374450206757, -0.0014414344914257526)","(-0.030016958713531494, -0.02809584140777588, 0.026287630200386047)","(-0.02509370446205139, -0.02442285045981407, 0.05302251875400543)","(-0.008879120461642742, 0.013172435574233532, 0.0017142316792160273)","(-0.03891541436314583, -0.012302837334573269, 0.008973540738224983)","(-0.034270159900188446, -0.01484161987900734, 0.03881435468792915)","(-0.025692500174045563, -0.012556109577417374, 0.059248071163892746)","(-0.024862781167030334, 0.027463596314191818, 0.01683017984032631)","(-0.04413532838225365, 0.004812156781554222, 0.0217694491147995)","(-0.03933165967464447, -0.005663084797561169, 0.049287356436252594)","(-0.03211039677262306, 0.002493126317858696, 0.061440546065568924)"
"(0.01413701567798853, 0.030723238363862038, 0.08417538553476334)","(0.020136451348662376, -0.005312033928930759, 0.06241927668452263)","(0.006817355751991272, -0.030401943251490593, 0.0403643473982811)","(-0.01480188313871622, -0.04031281918287277, 0.006992565467953682)","(-0.03946276754140854, -0.038033563643693924, -0.01806488074362278)","(0.014695126563310623, -0.019880374893546104, -0.008255140855908394)","(-0.006876049563288689, -0.02378283441066742, -0.01566411182284355)","(-0.027762912213802338, -0.02705441042780876, 0.005151710938662291)","(-0.03943117335438728, -0.018547140061855316, 0.0354524590075016)","(0.0023497426882386208, -0.0014182128943502903, -0.0059217968955636024)","(-0.024019978940486908, -0.02275186963379383, -0.0011648323852568865)","(-0.02956939861178398, -0.0292377807199955, 0.028777923434972763)","(-0.022607987746596336, -0.02990044094622135, 0.05602879449725151)","(-0.008775509893894196, 0.011994382366538048, 0.003716664155945182)","(-0.036486320197582245, -0.013179144822061062, 0.012135153636336327)","(-0.030157774686813354, -0.015736203640699387, 0.042861416935920715)","(-0.020119380205869675, -0.013925235718488693, 0.06508345156908035)","(-0.021314268931746483, 0.02831702120602131, 0.02410971373319626)","(-0.039051223546266556, 0.005050903186202049, 0.027159204706549644)","(-0.03514678403735161, -0.0058493344113230705, 0.050274740904569626)","(-0.02564070373773575, -0.0010845176875591278, 0.06559471040964127)"
"(0.031160958111286163, 0.026087185367941856, 0.08691521733999252)","(0.03239532932639122, -0.009423907846212387, 0.06288420408964157)","(0.01690492406487465, -0.033883385360240936, 0.04211907088756561)","(-0.004581265151500702, -0.048161111772060394, 0.0066770282573997974)","(-0.027988102287054062, -0.039329878985881805, -0.015639066696166992)","(0.01329704001545906, -0.023306947201490402, -0.005128991324454546)","(-0.008702670224010944, -0.02737364172935486, -0.013528999872505665)","(-0.02660333178937435, -0.02851499244570732, 0.006532741244882345)","(-0.034263938665390015, -0.025118181481957436, 0.0328373983502388)","(0.0011328840628266335, -0.0026634549722075462, -0.005337734706699848)","(-0.026767060160636902, -0.023327406495809555, -0.0029250902589410543)","(-0.02664654143154621, -0.025052247568964958, 0.023930808529257774)","(-0.016647810116410255, -0.01842491701245308, 0.049407534301280975)","(-0.007618839852511883, 0.01398390345275402, 0.002344345673918724)","(-0.0346028171479702, -0.01132876705378294, 0.009673260152339935)","(-0.024839229881763458, -0.013317651115357876, 0.036622487008571625)","(-0.014098859392106533, -0.009694162756204605, 0.05587659776210785)","(-0.015501311980187893, 0.03091648779809475, 0.01910405419766903)","(-0.03717949986457825, 0.007409684360027313, 0.022420547902584076)","(-0.028738338500261307, -0.00373064074665308, 0.04613765701651573)","(-0.01868516020476818, 0.004093409050256014, 0.057882118970155716)"
"(0.03171048313379288, 0.02066808007657528, 0.0886213406920433)","(0.032007914036512375, -0.01389386784285307, 0.0630732923746109)","(0.017632750794291496, -0.035486508160829544, 0.04059913754463196)","(-0.005197156220674515, -0.05068979412317276, 0.00695414561778307)","(-0.028653960675001144, -0.039570774883031845, -0.015594388358294964)","(0.012451150454580784, -0.022963915020227432, -0.007037217263132334)","(-0.008371001109480858, -0.026423415169119835, -0.014957156032323837)","(-0.023308539763092995, -0.027707785367965698, 0.005611164961010218)","(-0.03492637351155281, -0.025647245347499847, 0.0316481813788414)","(0.0014928191667422652, -0.0021768214646726847, -0.005054723005741835)","(-0.02286100573837757, -0.02417770028114319, -0.0036249603144824505)","(-0.019543981179594994, -0.027763502672314644, 0.025471312925219536)","(-0.009398583322763443, -0.018822647631168365, 0.052360374480485916)","(-0.008276678621768951, 0.014721090905368328, 0.0033039776608347893)","(-0.03293131664395332, -0.010609962046146393, 0.009633784182369709)","(-0.02484767511487007, -0.014406250789761543, 0.035953935235738754)","(-0.015002948231995106, -0.0113779716193676, 0.055090442299842834)","(-0.01665482111275196, 0.03184957802295685, 0.021464794874191284)","(-0.03360985964536667, 0.006244535557925701, 0.02424396201968193)","(-0.029371675103902817, -0.0043152449652552605, 0.04694095253944397)","(-0.0198275875300169, 0.0023931078612804413, 0.06091535463929176)"
"(0.03359023481607437, 0.02054080180823803, 0.09152586758136749)","(0.03097052127122879, -0.014550087973475456, 0.06430014967918396)","(0.015966098755598068, -0.036220304667949677, 0.04156048968434334)","(-0.006117530167102814, -0.04926334321498871, 0.007353161461651325)","(-0.028519406914711, -0.038852039724588394, -0.015324595384299755)","(0.011327303946018219, -0.023777427151799202, -0.006897574756294489)","(-0.011044605635106564, -0.026951175183057785, -0.014721779152750969)","(-0.026078546419739723, -0.027663664892315865, 0.0067700413055717945)","(-0.03315025568008423, -0.024683808907866478, 0.0335274413228035)","(0.0005934631335549057, -0.002443920820951462, -0.005366288125514984)","(-0.02425120398402214, -0.02171369455754757, -0.004209085367619991)","(-0.021642062813043594, -0.024907752871513367, 0.023767072707414627)","(-0.010980913415551186, -0.01719919964671135, 0.05219413712620735)","(-0.006739966105669737, 0.014025500044226646, 0.0034867108333855867)","(-0.032693177461624146, -0.008235912770032883, 0.009975056163966656)","(-0.023884674534201622, -0.01187264733016491, 0.036608852446079254)","(-0.014703964814543724, -0.008870754390954971, 0.05656960979104042)","(-0.013712295331060886, 0.0318140983581543, 0.021584607660770416)","(-0.032744988799095154, 0.009485260583460331, 0.024497784674167633)","(-0.027473725378513336, -0.001610524021089077, 0.04697613790631294)","(-0.01815522089600563, 0.0036413082852959633, 0.05933466926217079)"
"(-0.014029051177203655, 0.02671964280307293, 0.08670370280742645)","(0.008820106275379658, 0.004283814691007137, 0.06522797793149948)","(0.031645480543375015, -0.008187172934412956, 0.044106777757406235)","(0.04729238897562027, -0.002841304987668991, 0.012441838160157204)","(0.0415995791554451, 0.013661155477166176, -0.013619484379887581)","(0.00682739308103919, -0.018138974905014038, 0.0013830466195940971)","(0.024065248668193817, -0.012821204960346222, -0.011328550055623055)","(0.03952603042125702, -0.005630163475871086, 0.00018841626297216862)","(0.03976525738835335, 0.006178540177643299, 0.005435509141534567)","(-0.004069020971655846, -0.0042018466629087925, -0.0010635752696543932)","(0.02388310804963112, 0.005681969691067934, -0.013723792508244514)","(0.03107597306370735, 0.01249070093035698, 0.011890577152371407)","(0.02582373470067978, 0.003587700892239809, 0.03923403099179268)","(-0.00496663898229599, 0.009592588990926743, -0.0032731867395341396)","(0.022777384147047997, 0.023660626262426376, -0.007074571680277586)","(0.02849157713353634, 0.023370252922177315, 0.017571162432432175)","(0.024266619235277176, 0.013334393501281738, 0.04113156348466873)","(-0.0072392565198242664, 0.02832491137087345, 0.006619952619075775)","(0.013548052869737148, 0.03295900672674179, 0.004004469141364098)","(0.020022697746753693, 0.031832825392484665, 0.022167710587382317)","(0.014173624105751514, 0.027396053075790405, 0.0396074540913105)"
"(0.034635234624147415, 0.017921414226293564, 0.0870467871427536)","(0.030350491404533386, -0.01652870699763298, 0.0628233477473259)","(0.01208192203193903, -0.037067197263240814, 0.04265847057104111)","(-0.009686494246125221, -0.046288326382637024, 0.007908307015895844)","(-0.03237980231642723, -0.03556184470653534, -0.013246608898043633)","(0.009127005003392696, -0.024433307349681854, -0.006171603687107563)","(-0.013657733798027039, -0.024990620091557503, -0.014170926995575428)","(-0.030415749177336693, -0.024185890331864357, 0.006230295170098543)","(-0.038257867097854614, -0.01990601420402527, 0.031529154628515244)","(0.0007436077576130629, -0.0027556614950299263, -0.005318479146808386)","(-0.028752151876688004, -0.017974313348531723, -0.0031883546616882086)","(-0.028108879923820496, -0.018815964460372925, 0.022443795576691628)","(-0.01731055974960327, -0.01598985865712166, 0.05120871216058731)","(-0.005136902444064617, 0.013422484509646893, 0.003207731293514371)","(-0.033687833696603775, -0.004733544774353504, 0.009072242304682732)","(-0.024135228246450424, -0.007848761975765228, 0.035977013409137726)","(-0.014870138838887215, -0.007089698221534491, 0.056981660425662994)","(-0.010178633034229279, 0.03167775645852089, 0.019754234701395035)","(-0.03204470872879028, 0.013536022044718266, 0.023779554292559624)","(-0.028668589890003204, 0.001249612309038639, 0.045336540788412094)","(-0.018544431775808334, 0.0054399799555540085, 0.054944876581430435)"
"(0.034866813570261, 0.013151407241821289, 0.09027774631977081)","(0.02688487060368061, -0.020289728417992592, 0.0640484020113945)","(0.006669593974947929, -0.03811574727296829, 0.042849622666835785)","(-0.016395630314946175, -0.04494608938694, 0.009801957756280899)","(-0.036973461508750916, -0.030991753563284874, -0.014188908040523529)","(0.006734482944011688, -0.024373967200517654, -0.006680457387119532)","(-0.015911409631371498, -0.023818403482437134, -0.014902951195836067)","(-0.03193703293800354, -0.023577911779284477, 0.006463071331381798)","(-0.04024660959839821, -0.019904810935258865, 0.03298091143369675)","(0.000602495507337153, -0.002233737614005804, -0.005409909877926111)","(-0.02906639128923416, -0.017657436430454254, -0.00287070800550282)","(-0.028080914169549942, -0.01967283897101879, 0.02419119141995907)","(-0.015294713899493217, -0.01397169940173626, 0.05122871696949005)","(-0.003979642875492573, 0.014839944429695606, 0.0036363208200782537)","(-0.034902386367321014, -0.0026330752298235893, 0.009085052646696568)","(-0.02676476165652275, -0.007748679257929325, 0.03616064041852951)","(-0.017788812518119812, -0.005905995611101389, 0.05496198311448097)","(-0.00883440114557743, 0.03292025625705719, 0.0216225478798151)","(-0.03279384225606918, 0.01409249845892191, 0.024814913049340248)","(-0.029255691915750504, 0.002630777657032013, 0.049110494554042816)","(-0.019985781982541084, 0.007994376122951508, 0.060500018298625946)"
"(-0.023659758269786835, 0.043713897466659546, 0.053209684789180756)","(0.00438091903924942, 0.0365656279027462, 0.04218795895576477)","(0.02777990698814392, 0.03431401401758194, 0.018959706649184227)","(0.03390912339091301, 0.034479014575481415, -0.010968005284667015)","(0.021181734278798103, 0.026051361113786697, -0.032753780484199524)","(0.016715046018362045, -0.007884647697210312, 0.003599969670176506)","(0.031046513468027115, -0.003992587327957153, -0.004978894256055355)","(0.045471999794244766, 0.008969394490122795, -0.016873836517333984)","(0.04969536140561104, 0.024214502424001694, -0.02765234187245369)","(-0.0008496795780956745, -0.006138015538454056, 0.0007460093474946916)","(0.015093820169568062, -0.0016986350528895855, -0.013163123279809952)","(0.020977988839149475, 0.015607114881277084, -0.021823307499289513)","(0.01868024654686451, 0.021733352914452553, -0.023717831820249557)","(-0.01125451922416687, 0.004094444215297699, -0.0027444264851510525)","(0.0006303740665316582, 0.017386268824338913, -0.015959475189447403)","(0.004665677435696125, 0.03352244198322296, -0.01514758262783289)","(0.001820361241698265, 0.040389277040958405, -0.0031451915856450796)","(-0.025453660637140274, 0.022093741223216057, 0.0004552186874207109)","(-0.012448789551854134, 0.03348163142800331, -0.013490306213498116)","(-0.008571029640734196, 0.04575599730014801, -0.016226477921009064)","(-0.008333476260304451, 0.04975108802318573, -0.010431130416691303)"
"(0.043622370809316635, 0.005169105250388384, 0.09416007250547409)","(0.026575801894068718, -0.023680049926042557, 0.06393639743328094)","(0.001292383298277855, -0.03881005942821503, 0.04158041626214981)","(-0.02081281691789627, -0.040772274136543274, 0.006006456445902586)","(-0.036808691918849945, -0.020746471360325813, -0.0181878749281168)","(-0.00043251458555459976, -0.023531462997198105, -0.009139404632151127)","(-0.026552919298410416, -0.02170632965862751, -0.013009302318096161)","(-0.043759699910879135, -0.022198032587766647, 0.011380481533706188)","(-0.05455987900495529, -0.0173293836414814, 0.029823994264006615)","(0.0005782510852441192, -0.002356475219130516, -0.005398101639002562)","(-0.03236953541636467, -0.00945200864225626, -0.0015714532928541303)","(-0.031163644045591354, -0.014674217440187931, 0.02585764043033123)","(-0.0205831378698349, -0.01442156545817852, 0.04970333352684975)","(-0.0017971245106309652, 0.014967437833547592, 0.004518839996308088)","(-0.032956935465335846, 0.004807574674487114, 0.009532570838928223)","(-0.02679489180445671, 6.731972098350525e-05, 0.034743357449769974)","(-0.017443794757127762, -0.00033811479806900024, 0.05549725145101547)","(-0.00013317400589585304, 0.032601479440927505, 0.023821363225579262)","(-0.023826219141483307, 0.022762004286050797, 0.02702467329800129)","(-0.024777017533779144, 0.013029771856963634, 0.049023132771253586)","(-0.014089398086071014, 0.012401740998029709, 0.06177873909473419)"
"(-0.006909538060426712, -0.04249276965856552, 0.07077717781066895)","(0.016687005758285522, -0.032355960458517075, 0.042293135076761246)","(0.033880565315485, -0.014631850644946098, 0.031529802829027176)","(0.048328325152397156, -0.003778042271733284, 0.012378633953630924)","(0.04540332034230232, 0.014414925128221512, -0.0066201635636389256)","(0.014656268060207367, -0.000335626769810915, -0.007291425950825214)","(0.02447262778878212, 0.009852202609181404, -0.008025222457945347)","(0.03009483963251114, 0.011627073399722576, 0.011322727426886559)","(0.027513183653354645, 0.002639361657202244, 0.02812213823199272)","(0.0023471007589250803, 0.0003702006652019918, -0.0029673196841031313)","(0.006035563535988331, 0.02041107416152954, -6.408492481568828e-05)","(0.018034297972917557, 0.018470220267772675, 0.015952134504914284)","(0.010186919942498207, 0.01459465455263853, 0.040346402674913406)","(-0.009171687066555023, 0.002828482771292329, 0.003911138512194157)","(0.0004052077420055866, 0.01628975383937359, 0.006479626055806875)","(0.004308492876589298, 0.013275263831019402, 0.025743680074810982)","(-0.0015039080753922462, 0.007505958434194326, 0.045797839760780334)","(-0.013266108930110931, -0.0004699230194091797, 0.02060002274811268)","(-0.012207958847284317, 0.011595441959798336, 0.02105052024126053)","(-0.00862878281623125, 0.015234574675559998, 0.03553508594632149)","(-0.010267408564686775, 0.006349862553179264, 0.04390093684196472)"
"(-0.0026131365448236465, -0.022223200649023056, 0.07160354405641556)","(0.015955980867147446, -0.023870954290032387, 0.04156533256173134)","(0.027776449918746948, -0.012369688600301743, 0.024052878841757774)","(0.03770798072218895, -0.0031232796609401703, -0.0027192782144993544)","(0.037029288709163666, 0.013847927562892437, -0.024441489949822426)","(0.004676910117268562, -0.003121231449767947, -0.011112365871667862)","(0.0004437081515789032, 0.0038165433797985315, -0.02148493006825447)","(0.0028891805559396744, 0.02090877667069435, -0.021125130355358124)","(0.0034127701073884964, 0.04184023663401604, -0.02668636478483677)","(0.00022946394165046513, -0.0021154608111828566, -0.002272809622809291)","(0.01104855164885521, 0.009955156594514847, -0.008142862468957901)","(0.030071323737502098, 0.011171763762831688, 0.0056321886368095875)","(0.03085068240761757, 0.014056123793125153, 0.016055332496762276)","(-0.001944590243510902, 0.004712054505944252, 0.005730947945266962)","(0.013954135589301586, 0.007533598691225052, 0.0004281009023543447)","(0.021984541788697243, 0.011591875925660133, 0.015916671603918076)","(0.01808929070830345, 0.009399233385920525, 0.03095141425728798)","(0.002812368795275688, 0.0060674636624753475, 0.025551414117217064)","(0.012593494728207588, 0.011616832576692104, 0.02213592454791069)","(0.02065557986497879, 0.011900918558239937, 0.03691462427377701)","(0.01697714999318123, 0.011095959693193436, 0.04576925188302994)"
